Ἀγγελικαὶ
μνῆμά
ἀπενεκρώθησαν·
ἄχραντόν
Ἐσκύλευσας
πειρασθεὶς
Ἀγγελικαὶ
μνῆμά
ἀπενεκρώθησαν·
ἄχραντόν
Ἐσκύλευσας
πειρασθεὶς
αὐτοῦ·
εὐ­λο­γη­μέ­νην
κα­λέ­σας
Μη­τέ­ρα
ἦλ­θες
ἐ­πὶ
πά­θος
ἑ­κου­σί­ᾳ
βου­λῇ
λάμ­ψας
Σταυ­ρῷ
ἀ­να­ζη­τῆ­σαι
θέ­λων
Ἀ­δάμ
λέ­γων
Ἀγ­γέ­λοις·
Συγ­χά­ρη­τέ
ὅ­τι
εὑ­ρέ­θη
ἀ­πο­λο­μέ­νη
δραχ­μή
πάν­τα
σο­φῶς
οἰ­κο­νο­μή­σας
δό­ξα
