θάνατον·
ἠνέῳξας
ληστῇ
θάνατον·
ἠνέῳξας
ληστῇ
παράδεισον·
μυροφόρων
Χριστὲ
θησαύρισμα
Πανύμνητε
πταισμάτων
ἀνάγαγε·
ὑπευθύνους
